,ID,Sex,Primary_index,Secondary_index,Age
3013,person_3013,Female,0.425663596,2.258345721,48.60803335
3014,person_3014,Male,3.161034006,4.094182816,66.45596271
3015,person_3015,Female,4.235461418,2.382809597,32.39273073
3016,person_3016,Female,0.980590748,-0.066158354,58.99878069
3017,person_3017,Male,3.874969157,4.798679575,20.69283904
3018,person_3018,Female,2.827062392,2.415501981,67.97160662
3019,person_3019,Male,3.920658178,5.027996752,50.02252509
3020,person_3020,Male,5.099166497,4.175693024,29.81504149
3021,person_3021,Female,1.024633152,1.736935783,24.17598493
3022,person_3022,Female,0.56568219,3.183373122,27.02998892
3023,person_3023,Female,2.41545565,2.547343705,39.30233625
3024,person_3024,Male,1.868509049,5.784532966,30.61100774
3025,person_3025,Male,2.240891784,3.152608406,60.48858427
3026,person_3026,Female,0.852662993,1.991379706,21.2901885
3027,person_3027,Female,-0.631905139,4.879759269,25.84523691
3028,person_3028,Female,3.706189765,2.886128152,53.05852694
3029,person_3029,Female,3.007684709,4.157528265,65.21227231
3030,person_3030,Male,0.665061718,3.009372051,53.80408807
3031,person_3031,Female,2.004121073,3.699371727,20.27028841
3032,person_3032,Male,2.21168502,5.650042009,34.59831204
3033,person_3033,Female,2.820406848,3.648065129,25.19102495
3034,person_3034,Male,4.548994971,4.143756299,40.42259481
3035,person_3035,Male,2.533094091,5.461021155,34.3188173
3036,person_3036,Female,1.583590744,3.998789261,45.50737237
3037,person_3037,Female,0.321379454,4.37675671,44.37926466
3038,person_3038,Female,0.704242761,4.153325284,28.38461543
3039,person_3039,Male,3.499386732,6.190207664,26.20966204
3040,person_3040,Male,1.634038549,4.49901987,31.38504378
3041,person_3041,Female,1.012857705,3.162879469,55.88768333
3042,person_3042,Female,3.177532143,3.341165092,67.79039931
3043,person_3043,Female,-0.041404881,4.012876328,26.30212206
3044,person_3044,Female,2.343301839,4.460187383,23.14266414
3045,person_3045,Male,3.806819446,3.783444294,36.14541564
3046,person_3046,Male,2.178843237,3.136396167,62.06567304
3047,person_3047,Male,2.849971459,3.772515903,32.0664567
3048,person_3048,Male,1.871025416,3.15236553,52.02184938
3049,person_3049,Male,3.280844392,4.462084889,25.83737603
3050,person_3050,Female,2.592299756,1.570433654,64.83202788
3051,person_3051,Female,3.354987327,3.93550174,46.67424309
3052,person_3052,Female,3.360251782,3.008717475,22.719068
3053,person_3053,Female,3.403484328,3.724629982,56.34522819
3054,person_3054,Male,3.044776225,4.126981195,66.80011286
3055,person_3055,Female,2.192230587,2.903279354,61.84893484
3056,person_3056,Female,1.272024903,4.440738919,33.88601607
3057,person_3057,Female,1.544127775,1.753299635,31.25163845
3058,person_3058,Female,-0.007476249,3.221622016,49.84839772
3059,person_3059,Male,1.969186536,5.064986428,65.35770483
3060,person_3060,Male,3.775447568,3.763199324,48.57503139
3061,person_3061,Female,2.091334834,3.495306561,51.54651946
3062,person_3062,Female,2.071458291,3.588334106,67.63965034
3063,person_3063,Male,2.889232072,3.578588457,67.47358626
3064,person_3064,Male,3.835136356,4.637679443,58.95333891
3065,person_3065,Male,3.540030682,3.557964084,54.69417195
3066,person_3066,Male,3.529982036,4.035591406,30.71133853
3067,person_3067,Male,1.293151073,5.596509305,26.09161835
3068,person_3068,Male,2.378883077,5.464954392,47.56752934
3069,person_3069,Female,-0.031987631,2.317012246,38.52501205
3070,person_3070,Female,2.637970949,2.146588356,56.90989389
3071,person_3071,Male,1.888396197,3.972723313,33.37537047
3072,person_3072,Male,2.918896346,5.747463004,61.5473687
3073,person_3073,Female,1.76608627,3.435432483,26.52901161
3074,person_3074,Male,0.678503169,4.856919012,55.8396804
3075,person_3075,Female,1.36269611,3.537259485,46.81125413
3076,person_3076,Female,1.489307573,2.446052102,50.74922637
3077,person_3077,Male,3.206422755,6.356027974,61.27846041
3078,person_3078,Female,2.614265744,3.300037052,50.35472408
3079,person_3079,Female,2.274170371,3.06547256,29.81063432
3080,person_3080,Male,3.96432634,5.180522589,66.8489048
3081,person_3081,Male,3.393557635,5.047019646,56.02102019
3082,person_3082,Male,4.134139449,5.519194413,52.92532621
3083,person_3083,Male,4.853598939,4.972105306,40.52268712
3084,person_3084,Female,2.079313511,3.532286116,22.2033444
3085,person_3085,Female,1.257622785,1.515321562,41.21828899
3086,person_3086,Female,1.191658925,3.730265037,59.09245373
3087,person_3087,Female,0.967639268,3.738083788,46.2728321
3088,person_3088,Male,3.324667384,3.813431099,60.22218819
3089,person_3089,Female,3.903606696,3.447756799,53.42779482
3090,person_3090,Female,3.06296454,1.328698277,65.77538577
3091,person_3091,Male,3.920758706,4.31582579,42.12585632
3092,person_3092,Female,2.069453248,3.304617356,27.63538611
3093,person_3093,Male,3.692830839,5.055656704,34.59640791
3094,person_3094,Male,4.406717587,4.734984878,34.70900864
3095,person_3095,Male,2.466502371,3.68825685,21.36913784
3096,person_3096,Male,2.79363639,5.461727527,62.94626404
3097,person_3097,Male,1.370361602,3.864948613,69.95923057
3098,person_3098,Female,3.558798584,3.589756681,68.64632229
3099,person_3099,Male,4.370036198,5.978456411,68.80319446
3100,person_3100,Female,1.898159854,1.406273069,23.32383759
3101,person_3101,Male,3.709951625,4.814556129,44.01986211
3102,person_3102,Female,2.695825653,3.140600504,44.35073331
3103,person_3103,Female,1.326844534,3.531217703,20.47774576
3104,person_3104,Female,2.944136364,2.825547744,20.72140477
3105,person_3105,Male,2.424369786,3.804207711,52.3137758
3106,person_3106,Male,3.250214339,3.586651812,54.51571168
3107,person_3107,Male,0.512621638,6.800375898,54.5761035
3108,person_3108,Female,2.353940606,2.172483558,30.92857833
3109,person_3109,Male,2.016894747,3.49616521,43.87331051
3110,person_3110,Male,2.173416666,3.280734513,27.22379365
3111,person_3111,Female,2.651583845,3.82060528,39.99130641
3112,person_3112,Male,2.835197053,5.314004509,51.4113126
3113,person_3113,Female,0.92988897,4.191111617,46.49215744
3114,person_3114,Female,2.505685023,4.746159789,42.65642678
3115,person_3115,Female,2.58963509,1.687530697,32.45231752
3116,person_3116,Female,1.821656357,3.408409224,28.44962023
3117,person_3117,Male,2.444504409,4.696140217,61.10463276
3118,person_3118,Female,1.559252147,1.910155839,24.85177221
3119,person_3119,Female,1.677116725,3.366004175,26.0725259
3120,person_3120,Female,2.18894089,2.655163016,47.05712493
3121,person_3121,Female,3.137858501,4.60292228,68.45403238
3122,person_3122,Male,3.76362045,4.350967059,24.72402615
3123,person_3123,Male,2.831387366,4.832793155,26.22942506
3124,person_3124,Female,2.790546351,3.787538101,68.6075683
3125,person_3125,Female,1.188857183,3.163257181,58.94873912
3126,person_3126,Female,0.439864815,4.073229276,63.38359765
3127,person_3127,Female,2.724708407,3.738995563,37.96981153
3128,person_3128,Female,2.674757415,3.957872843,46.21618224
3129,person_3129,Male,1.885066419,4.95210535,69.24549435
3130,person_3130,Male,1.639702033,4.925854066,39.21703554
3131,person_3131,Female,1.228999561,4.841378825,34.78062947
3132,person_3132,Male,3.423462577,2.484844284,36.09622088
3133,person_3133,Female,2.552440618,3.306502022,27.06325291
3134,person_3134,Female,0.333732711,2.629559819,21.4871784
3135,person_3135,Male,3.252153384,3.829508126,31.72477673
3136,person_3136,Female,1.869824813,3.91583076,33.53082922
3137,person_3137,Male,2.128326264,6.340187068,21.16083607
3138,person_3138,Female,3.178011771,2.170335889,48.75348715
3139,person_3139,Female,3.15273324,3.102928917,28.85151103
3140,person_3140,Female,0.843444161,3.108216549,20.89024238
3141,person_3141,Male,3.937238364,4.903466549,28.68893226
3142,person_3142,Female,2.825797412,3.783721542,51.14787105
3143,person_3143,Female,1.091518958,1.663072498,44.14167486
3144,person_3144,Male,3.14799917,5.361000581,22.63058172
3145,person_3145,Male,2.43581028,5.818532874,24.46071733
3146,person_3146,Female,2.950055128,1.963288822,63.36541961
3147,person_3147,Female,1.211420793,3.717170685,53.83672514
3148,person_3148,Male,2.671916373,2.605910586,42.40433173
3149,person_3149,Female,2.287424655,3.69089896,31.22190837
3150,person_3150,Male,2.667764462,4.80916175,64.50470423
3151,person_3151,Female,1.759084631,3.826477242,65.5954044
3152,person_3152,Female,1.417716019,3.595468509,26.45186399
3153,person_3153,Male,3.850287852,4.720481795,29.27655945
3154,person_3154,Male,2.983740537,6.01062641,38.48465219
3155,person_3155,Female,1.73096779,3.24282751,26.95525557
3156,person_3156,Female,1.925721135,2.466872455,21.22589347
3157,person_3157,Female,2.762217631,2.985081959,67.93069046
3158,person_3158,Female,4.059930788,3.950125171,32.84810652
3159,person_3159,Female,2.068266671,2.934264707,45.91878079
3160,person_3160,Female,2.065532249,1.359487245,62.73831912
3161,person_3161,Female,3.119557192,2.952219865,55.64484015
3162,person_3162,Male,4.354739184,4.901704711,29.52083599
3163,person_3163,Female,2.176604406,1.751928453,43.76990294
3164,person_3164,Female,2.97159993,4.276750054,68.57101541
3165,person_3165,Female,1.831517314,3.701538954,26.82196476
3166,person_3166,Male,1.803440013,3.233245144,57.01836388
3167,person_3167,Female,0.708354862,1.756193608,46.60161479
3168,person_3168,Female,0.673322335,3.758590263,45.84799768
3169,person_3169,Female,1.419660379,3.785437517,31.69558886
3170,person_3170,Male,1.958732474,4.039947419,56.96082253
3171,person_3171,Male,2.775206405,2.799082157,38.7809897
3172,person_3172,Male,2.727839232,5.289886252,29.19463205
3173,person_3173,Male,4.364171227,2.995927501,65.99696746
3174,person_3174,Female,2.345238501,1.261503852,56.95061654
3175,person_3175,Male,3.042039478,4.927999837,65.08102516
3176,person_3176,Female,4.564846104,2.79555129,65.7820549
3177,person_3177,Female,2.609520349,4.508424516,45.7082323
3178,person_3178,Female,2.929443106,3.990084105,59.33021839
3179,person_3179,Female,1.481028341,3.092926347,57.24117535
3180,person_3180,Female,3.724948531,3.170102366,61.6583046
3181,person_3181,Female,1.773388215,4.083706665,39.35719193
3182,person_3182,Male,2.920833278,4.887163436,38.32263336
3183,person_3183,Male,4.444589452,4.427725139,63.07747915
3184,person_3184,Female,1.044116838,2.604777846,28.59917309
3185,person_3185,Female,1.575365823,1.845060578,63.21718338
3186,person_3186,Male,3.56241341,4.084452403,29.67833024
3187,person_3187,Male,1.440974944,5.000424899,42.84531854
3188,person_3188,Male,3.827344434,3.986911527,55.63085693
3189,person_3189,Female,0.999489686,1.301377494,52.59624946
3190,person_3190,Male,2.643667454,5.140558007,33.81250927
3191,person_3191,Female,0.786291667,4.405419936,41.3471625
3192,person_3192,Female,2.51478263,3.133651743,65.16753906
3193,person_3193,Female,3.445344828,3.643987212,36.05725173
3194,person_3194,Male,0.115228449,3.960445437,58.87654333
3195,person_3195,Female,1.139203786,2.480291598,65.57880779
3196,person_3196,Male,2.141225068,5.264364586,44.22739442
3197,person_3197,Male,2.529410935,3.483404189,32.88521659
3198,person_3198,Female,2.145332418,3.383852147,28.16669463
3199,person_3199,Female,1.435624381,1.943442988,58.69378768
3200,person_3200,Female,3.816564586,2.591901457,28.10877777
3201,person_3201,Female,2.163887533,2.781212854,45.79888556
3202,person_3202,Male,1.065855397,2.187296392,63.30118852
3203,person_3203,Male,2.496081407,5.513222249,64.6215217
3204,person_3204,Male,3.070704679,5.184965931,43.79095946
3205,person_3205,Male,3.373385413,4.844638509,50.6869053
3206,person_3206,Female,4.182384809,1.607331625,54.63902758
3207,person_3207,Male,4.219557744,4.450210235,64.61215547
3208,person_3208,Female,1.665378058,4.687069904,39.28127405
3209,person_3209,Female,3.385519514,4.516250784,57.87805403
3210,person_3210,Male,2.309393909,4.251238178,25.23618761
3211,person_3211,Male,4.51968633,3.936730621,62.14599875
3212,person_3212,Female,1.727093558,2.92570537,27.78576909
3213,person_3213,Male,2.327043866,5.754909513,30.67377687
3214,person_3214,Male,3.671479645,4.612986471,32.60025749
3215,person_3215,Male,2.421317554,4.519587947,22.06414745
3216,person_3216,Male,4.917654419,3.929982234,25.94753085
3217,person_3217,Female,3.390418009,2.618312589,54.47303817
3218,person_3218,Female,1.987397523,2.570633376,29.07428054
3219,person_3219,Male,5.232143161,3.858751673,45.73923771
3220,person_3220,Male,2.351961228,2.144470041,38.47111569
3221,person_3221,Male,3.411535955,3.815104227,60.89304544
3222,person_3222,Female,2.186785226,1.773359578,46.74937889
3223,person_3223,Female,1.64721238,4.515506457,68.84633915
3224,person_3224,Female,2.951914582,3.950143335,25.37903167
3225,person_3225,Male,3.366977449,3.157507247,64.00209031
3226,person_3226,Female,1.227825764,1.221240934,21.54277461
3227,person_3227,Female,2.014551591,3.869311887,47.50163963
3228,person_3228,Female,-0.581191576,2.960204489,39.97438234
3229,person_3229,Female,2.630508488,3.682475672,26.32285752
3230,person_3230,Female,1.623946243,2.920893068,37.15029577
3231,person_3231,Male,3.372360467,3.78244456,37.01283264
3232,person_3232,Female,2.801305388,3.331521761,31.44505881
3233,person_3233,Female,2.059304876,2.200215335,60.16624687
3234,person_3234,Male,1.58992547,5.100735704,29.07888247
3235,person_3235,Male,2.755507604,4.940746714,64.27250667
3236,person_3236,Male,4.045955041,3.936538573,24.52248293
3237,person_3237,Male,1.703987464,1.274780083,67.78937899
3238,person_3238,Female,1.857526468,3.012399057,62.14958069
3239,person_3239,Female,2.075519869,4.368084757,58.51362361
3240,person_3240,Female,-0.111382814,2.231905664,62.49960292
3241,person_3241,Male,1.898754079,5.384816795,27.65469285
3242,person_3242,Female,0.379430119,2.713407288,60.34488408
3243,person_3243,Male,2.675361233,4.180906307,44.00648836
3244,person_3244,Female,2.21103094,1.642998866,69.08719775
3245,person_3245,Male,2.727950943,3.593732049,39.31135732
3246,person_3246,Male,4.134490008,4.89650675,44.81936978
3247,person_3247,Male,3.249900493,5.257343837,46.41629905
3248,person_3248,Female,0.49855623,2.970292722,47.37598697
3249,person_3249,Female,2.645861532,2.888725723,42.46366155
3250,person_3250,Female,2.035984352,2.758296063,57.12896759
3251,person_3251,Female,3.338108506,1.83242137,52.41628578
3252,person_3252,Male,1.886147633,3.634544054,49.64047359
3253,person_3253,Male,3.636854418,6.048868461,51.0321259
3254,person_3254,Female,1.858690527,0.847193231,25.24595008
3255,person_3255,Male,2.107437343,5.165480514,52.33080859
3256,person_3256,Male,4.085169547,5.238923275,50.61440237
3257,person_3257,Male,3.405654652,4.9280568,31.66289805
3258,person_3258,Female,2.784068993,2.494949599,62.01247104
3259,person_3259,Female,2.080149911,1.58545627,39.15749768
3260,person_3260,Female,2.35001113,5.061496455,26.77649617
3261,person_3261,Female,0.915474386,1.747975089,52.036037
3262,person_3262,Female,1.270967709,3.132082978,50.70617652
3263,person_3263,Male,2.337399354,7.731120167,51.99757336
3264,person_3264,Male,1.793722527,4.920705638,20.34215769
3265,person_3265,Female,4.199566517,2.382357952,44.66574978
3266,person_3266,Male,1.553390316,5.413485259,40.81313168
3267,person_3267,Male,3.084527528,3.883495318,60.74274733
3268,person_3268,Female,2.565034272,0.969179677,38.30652835
3269,person_3269,Male,2.427662708,4.389147178,67.23731744
3270,person_3270,Female,1.216267392,3.366718256,39.89566536
3271,person_3271,Male,2.435961009,4.758793513,63.8636882
3272,person_3272,Female,3.351130446,3.359616485,22.15838953
3273,person_3273,Male,3.481888915,2.812716218,62.24177811
3274,person_3274,Female,3.212673743,1.872237623,34.13252613
3275,person_3275,Male,2.310182743,5.039332738,47.61782729
3276,person_3276,Male,3.841616874,4.260668077,62.84357862
3277,person_3277,Male,4.108849572,2.967871107,64.26048627
3278,person_3278,Male,4.968780533,4.648230626,67.23276513
3279,person_3279,Female,0.519387471,3.771390601,66.90703846
3280,person_3280,Female,0.895549392,3.748796974,36.88903017
3281,person_3281,Male,3.156073765,4.173543797,24.53729323
3282,person_3282,Female,1.683786716,2.928027105,58.62988013
3283,person_3283,Female,0.680027957,3.685590342,49.27302974
3284,person_3284,Male,3.557311338,6.349252731,29.14942138
3285,person_3285,Female,2.086128284,2.171992594,38.65251925
3286,person_3286,Male,3.851515787,5.003273644,55.88676959
3287,person_3287,Female,3.334176689,3.335571782,65.42561341
3288,person_3288,Male,1.066645137,7.424520245,53.516855
3289,person_3289,Female,0.70726537,2.807946824,33.50075568
3290,person_3290,Male,2.734091977,5.597898923,66.67905112
3291,person_3291,Male,3.674653829,5.918830183,59.03867658
3292,person_3292,Male,2.959829978,6.159048136,33.97984372
3293,person_3293,Female,1.847033339,3.734714745,45.0158026
3294,person_3294,Female,1.557578213,4.158824428,54.46537382
3295,person_3295,Female,2.133805593,4.330183222,28.14726655
3296,person_3296,Male,2.773870732,3.739832748,68.62390375
3297,person_3297,Female,3.037403358,2.303007035,51.89542986
3298,person_3298,Male,1.912645203,4.301739371,52.45945661
3299,person_3299,Male,4.312278526,3.530951493,21.51557028
3300,person_3300,Female,3.02119465,2.138016594,31.42268387
3301,person_3301,Female,1.592345108,2.869435179,35.4760743
3302,person_3302,Female,2.430362442,3.478612416,47.16074795
3303,person_3303,Male,2.725126708,4.824550853,51.02819504
3304,person_3304,Female,2.138532037,1.403685395,33.39780983
3305,person_3305,Male,2.638592975,5.253613163,69.60538587
3306,person_3306,Male,2.877328925,4.74880964,58.16677069
3307,person_3307,Female,1.494945473,3.315075174,36.96123338
3308,person_3308,Male,2.843039855,4.663071248,40.46970171
3309,person_3309,Female,3.348995451,4.368267321,65.1083546
3310,person_3310,Male,4.170395687,4.241076409,53.31785641
3311,person_3311,Male,3.007579834,5.076853717,35.20601301
3312,person_3312,Female,1.7236131,2.564860261,45.18551421
3313,person_3313,Male,5.075354392,4.163902834,34.10735169
3314,person_3314,Female,1.379036561,2.568961137,39.94958781
3315,person_3315,Male,2.36815128,3.95426047,46.66267424
3316,person_3316,Female,1.126804274,1.935769182,55.76332227
3317,person_3317,Female,0.996240968,4.018343857,20.74503879
3318,person_3318,Female,1.020126255,4.077531226,38.32624679
3319,person_3319,Female,0.846307461,2.335040878,64.37346623
3320,person_3320,Male,4.367232656,4.449307676,34.0264818
3321,person_3321,Male,4.018073531,4.530497223,61.7637958
3322,person_3322,Female,1.984086092,2.532039777,53.56258019
3323,person_3323,Female,1.921202594,3.946508516,65.15599074
3324,person_3324,Female,1.476271704,2.433542983,69.19356988
3325,person_3325,Female,2.286933984,2.407343452,27.9607373
3326,person_3326,Female,2.122429968,2.15325888,65.4105142
3327,person_3327,Male,3.392659325,4.89909369,20.29836372
3328,person_3328,Female,2.204852413,1.537196719,57.71230759
3329,person_3329,Male,2.85429086,3.850285275,39.36449695
3330,person_3330,Male,2.277581393,5.001519208,23.23891696
3331,person_3331,Female,-0.09130969,2.686444458,58.75605101
3332,person_3332,Female,1.909684631,4.154803428,33.93729439
3333,person_3333,Female,1.783979717,4.058122759,31.74621491
3334,person_3334,Female,1.753169556,2.907692172,46.7452572
3335,person_3335,Male,2.410167773,4.207559828,25.86261665
3336,person_3336,Male,3.183926961,4.675830115,48.78410837
3337,person_3337,Male,2.983458221,4.245759111,67.9925015
3338,person_3338,Male,4.202292957,3.762510194,45.16809684
3339,person_3339,Female,4.159376907,2.014822916,37.72906152
3340,person_3340,Male,4.2547309,4.254825305,37.11565554
3341,person_3341,Male,1.323021877,4.595298844,67.23480551
3342,person_3342,Male,3.34704931,4.32067622,25.1518911
3343,person_3343,Female,2.862332829,2.13633168,27.41220533
3344,person_3344,Male,2.850607778,5.20627916,42.50668821
3345,person_3345,Male,4.035534248,4.027841239,67.35612852
3346,person_3346,Female,3.657863469,2.813339902,52.46888887
3347,person_3347,Male,4.073293859,3.201564474,33.39068674
3348,person_3348,Female,1.675628147,3.003447502,64.38255139
3349,person_3349,Male,1.753053686,5.560829456,68.69662169
3350,person_3350,Male,2.457569055,3.20013953,42.44605883
3351,person_3351,Female,2.199012917,2.474390814,68.28726333
3352,person_3352,Male,4.274758974,4.268540532,67.77510212
3353,person_3353,Female,1.915860837,3.239732436,21.52933061
3354,person_3354,Male,1.875916865,3.138230613,66.4465718
3355,person_3355,Female,2.703555139,1.824937074,25.17806462
3356,person_3356,Female,2.827256036,2.197019853,60.9404817
3357,person_3357,Male,2.189501514,5.638014935,48.52407125
3358,person_3358,Male,3.26007236,5.150886012,37.99492855
3359,person_3359,Male,4.143355219,2.741079272,46.13036965
3360,person_3360,Female,2.266615405,3.028276608,21.59769402
3361,person_3361,Male,5.430024193,5.385869818,55.97599713
3362,person_3362,Female,1.193851406,2.227761007,54.24349126
3363,person_3363,Female,0.772003028,3.275443932,58.0085634
3364,person_3364,Female,3.475746328,2.905850719,55.75972785
3365,person_3365,Female,2.404516835,2.095746408,50.38192732
3366,person_3366,Male,3.731844602,6.667434938,22.09999252
3367,person_3367,Male,4.431869277,5.64606816,51.98016084
3368,person_3368,Male,3.002186755,5.138546959,58.9378699
3369,person_3369,Male,1.837429461,3.2193171,69.82597189
3370,person_3370,Female,1.342720167,3.631210961,32.57397085
3371,person_3371,Female,1.814838029,3.052171242,61.5563021
3372,person_3372,Male,3.722175261,3.321050178,47.02775977
3373,person_3373,Male,3.688722328,4.301504251,54.11307248
3374,person_3374,Male,3.846365794,2.623671634,57.78557559
3375,person_3375,Female,1.512876058,1.978986095,34.94361392
3376,person_3376,Female,0.929928525,3.218671362,31.07171917
3377,person_3377,Male,2.144425587,3.678133275,54.71206524
3378,person_3378,Female,2.11412798,1.973052592,58.19702817
3379,person_3379,Male,1.732284976,4.066824456,31.30600326
3380,person_3380,Female,3.743963451,3.869514792,59.9894462
3381,person_3381,Male,4.822089248,4.212716148,32.83960951
3382,person_3382,Male,2.98317151,5.12835193,37.01413959
3383,person_3383,Male,2.41742551,3.096870762,28.1865857
3384,person_3384,Male,3.258836735,2.632620705,47.53880189
3385,person_3385,Female,2.20556564,3.11044673,27.89954662
3386,person_3386,Male,2.678870024,3.810922362,69.64264166
3387,person_3387,Female,2.252003512,1.445599533,28.72525127
3388,person_3388,Male,5.718660473,4.866414853,54.33488463
3389,person_3389,Male,4.353870517,3.217842655,54.40837438
3390,person_3390,Female,1.846180394,4.646671622,45.31523667
3391,person_3391,Female,0.369834717,1.994372301,31.95762303
3392,person_3392,Male,1.609349448,6.012633795,23.61661565
3393,person_3393,Female,3.664649658,2.959199037,41.65611886
3394,person_3394,Male,3.878104442,4.825731658,56.92937958
3395,person_3395,Female,2.238611908,4.235275946,39.65875059
3396,person_3396,Male,2.844246126,4.728246391,43.95127015
3397,person_3397,Male,2.851131419,4.508201769,66.35932561
3398,person_3398,Female,2.741366276,4.177648805,21.72671957
3399,person_3399,Female,2.898217888,1.668690394,64.12991251
3400,person_3400,Male,2.292378506,5.637383785,26.43503835
3401,person_3401,Female,2.43679142,3.745692245,46.38673406
3402,person_3402,Female,1.094457836,1.389893994,69.98112306
3403,person_3403,Female,2.245394938,1.85215159,41.81355179
3404,person_3404,Female,1.822155545,2.744629116,57.49634059
3405,person_3405,Female,2.478478432,2.779300085,69.5629722
3406,person_3406,Female,1.784505242,3.733922029,64.67014478
3407,person_3407,Male,1.725555872,5.305016661,55.09580237
3408,person_3408,Male,1.587877348,5.064976726,39.68093017
3409,person_3409,Male,2.015649765,5.788110241,38.98815164
3410,person_3410,Male,3.36889469,4.912501006,45.80627623
3411,person_3411,Male,2.312865408,3.698019908,67.45882122
3412,person_3412,Male,3.15039931,5.078335651,29.1992257
3413,person_3413,Male,4.023926974,5.623342528,52.13416465
3414,person_3414,Female,1.25708316,1.924721795,21.33376003
3415,person_3415,Male,2.410167776,2.609890735,36.31673006
3416,person_3416,Female,0.928963172,2.011517417,52.82549155
3417,person_3417,Male,3.367046357,4.589020239,37.41716762
3418,person_3418,Female,1.84293748,3.31314458,35.15186799
3419,person_3419,Male,1.074178091,3.11374369,50.65732836
3420,person_3420,Male,2.793217487,3.868358636,63.13262434
3421,person_3421,Male,3.529314599,6.921931182,40.79586718
3422,person_3422,Male,4.748517153,5.30714844,34.26662375
3423,person_3423,Female,3.317458252,4.112269076,39.15337313
3424,person_3424,Male,3.896452041,3.36056123,53.70827188
3425,person_3425,Male,2.831866717,3.924172231,53.59521809
3426,person_3426,Female,0.811222556,1.47347531,22.64844854
3427,person_3427,Male,2.702324059,5.375220436,27.97530256
3428,person_3428,Female,2.381258266,1.051289973,29.29917603
3429,person_3429,Male,3.091367055,2.805233807,52.25093893
3430,person_3430,Male,3.005644047,4.261454912,50.53696167
3431,person_3431,Female,2.029327592,3.172357849,49.5442457
3432,person_3432,Female,0.233064541,4.23339303,58.53883429
3433,person_3433,Female,-0.350573827,1.979809564,41.59533406
3434,person_3434,Female,2.163115774,2.033316892,58.03576712
3435,person_3435,Male,3.587605844,4.764360027,62.69820955
3436,person_3436,Male,2.281511545,3.190060702,58.74132414
3437,person_3437,Female,2.097982069,3.043114192,69.48072298
3438,person_3438,Male,2.383381118,4.944825932,21.61988297
3439,person_3439,Female,2.548149243,2.47277164,42.34658778
3440,person_3440,Male,4.013006154,4.529016257,27.50015621
3441,person_3441,Female,1.764703842,4.053603439,38.85660688
3442,person_3442,Male,1.731532374,3.845412679,48.61986986
3443,person_3443,Male,4.534838257,3.860568645,48.76309244
3444,person_3444,Female,0.781113935,2.400689921,26.42709322
3445,person_3445,Female,2.42952727,2.338598931,50.02991523
3446,person_3446,Male,3.07170517,5.33246984,66.64938998
3447,person_3447,Male,-0.051783756,5.208004764,49.06510766
3448,person_3448,Male,3.218552088,1.396745717,30.5286469
3449,person_3449,Female,0.795321116,2.510564981,46.61829101
3450,person_3450,Female,1.088256212,4.401883506,36.48310815
3451,person_3451,Male,2.809795341,4.647851776,28.19175871
3452,person_3452,Female,2.85761496,3.806487208,27.55989982
3453,person_3453,Female,1.770998846,2.703471735,32.46412834
3454,person_3454,Male,3.362236838,5.701155078,56.07017818
3455,person_3455,Male,3.904616489,3.193158139,66.70702515
3456,person_3456,Male,4.549007459,3.829415295,68.87771788
3457,person_3457,Female,2.125991378,2.254425902,69.77973095
3458,person_3458,Male,2.602096444,4.33314871,46.98915211
3459,person_3459,Female,2.832638622,3.50381823,68.73675187
3460,person_3460,Female,2.063667807,1.943551307,52.38494383
3461,person_3461,Female,0.165810304,2.216136389,57.34574727
3462,person_3462,Female,1.042402333,2.808475752,61.65093239
3463,person_3463,Male,3.094020453,3.22780979,42.15491225
3464,person_3464,Male,3.405494383,2.687697969,32.84589836
3465,person_3465,Male,1.980246807,4.33087951,54.32696108
3466,person_3466,Female,2.555235215,2.146635193,41.84871322
3467,person_3467,Female,1.023077888,4.998117728,20.57245959
3468,person_3468,Male,5.299179074,4.887056607,30.05688315
3469,person_3469,Male,3.719122237,4.069883638,30.37686588
3470,person_3470,Female,2.239412425,3.48119975,65.80621879
3471,person_3471,Female,2.957780975,2.320785561,40.75431107
3472,person_3472,Female,1.639064647,1.224847153,44.18709495
3473,person_3473,Male,1.555463573,3.228820585,20.46106946
3474,person_3474,Male,3.599718066,5.83268619,33.75660596
3475,person_3475,Male,2.649081333,4.465345414,34.06973687
3476,person_3476,Female,3.698545282,0.940228755,22.53784646
3477,person_3477,Female,2.805278364,1.915537206,24.76090465
3478,person_3478,Female,1.602414292,0.675320226,65.4429241
3479,person_3479,Female,2.400979722,3.861643446,39.24404479
3480,person_3480,Male,4.547225486,4.69635863,55.46158927
3481,person_3481,Male,4.636512374,3.843250384,62.35804338
3482,person_3482,Female,1.908101697,2.734548076,41.64772173
3483,person_3483,Female,2.400442661,3.316531015,46.92899607
3484,person_3484,Male,2.109373269,5.670515661,23.0394229
3485,person_3485,Female,3.099718723,1.997021421,49.63111923
3486,person_3486,Male,3.400378657,5.579858643,26.59409263
3487,person_3487,Male,1.522855319,3.936190389,29.52280193
3488,person_3488,Male,2.267394077,3.590689325,68.21067471
3489,person_3489,Female,3.084298989,4.636749881,31.40797001
3490,person_3490,Female,1.684674651,2.134970836,25.61522173
3491,person_3491,Male,3.733747904,5.038009501,66.79126149
3492,person_3492,Female,1.766578532,-0.144105779,48.38615671
3493,person_3493,Male,3.16526359,2.70132138,51.75662445
